agency_cd,site_no,datetime,293221_00060_00003,293221_00060_00003_cd
USGS,1589000,12/9/2019,178,A
USGS,1589000,12/10/2019,342,A
USGS,1589000,12/11/2019,348,A
USGS,1589000,12/12/2019,270,A
USGS,1589000,12/13/2019,243,A
USGS,1589000,12/14/2019,354,A
USGS,1589000,12/15/2019,396,A
USGS,1589000,12/16/2019,350,A
USGS,1589000,12/17/2019,743,A
USGS,1589000,12/18/2019,606,A
USGS,1589000,12/19/2019,426,A
USGS,1589000,12/20/2019,280,A
USGS,1589000,12/21/2019,240,A
USGS,1589000,12/22/2019,215,A
USGS,1589000,12/23/2019,196,A
USGS,1589000,12/24/2019,184,A
USGS,1589000,12/25/2019,168,A
USGS,1589000,12/26/2019,161,A
USGS,1589000,12/27/2019,158,A
USGS,1589000,12/28/2019,160,A
USGS,1589000,12/29/2019,179,A
USGS,1589000,12/30/2019,395,A
USGS,1589000,12/31/2019,320,A
USGS,1589000,1/1/2020,259,A
USGS,1589000,1/2/2020,222,A
USGS,1589000,1/3/2020,225,A
USGS,1589000,1/4/2020,254,A
USGS,1589000,1/5/2020,257,A
USGS,1589000,1/6/2020,208,A
USGS,1589000,1/7/2020,198,A
USGS,1589000,1/8/2020,225,A
USGS,1589000,1/9/2020,201,A
USGS,1589000,1/10/2020,186,A
USGS,1589000,1/11/2020,193,A
USGS,1589000,1/12/2020,298,A
USGS,1589000,1/13/2020,273,A
USGS,1589000,1/14/2020,237,A
USGS,1589000,1/15/2020,225,A
USGS,1589000,1/16/2020,223,A
USGS,1589000,1/17/2020,200,A
USGS,1589000,1/18/2020,165,A
USGS,1589000,1/19/2020,248,A
USGS,1589000,1/20/2020,225,A
USGS,1589000,1/21/2020,179,A
USGS,1589000,1/22/2020,164,A
USGS,1589000,1/23/2020,161,A
USGS,1589000,1/24/2020,164,A
USGS,1589000,1/25/2020,941,A
USGS,1589000,1/26/2020,697,A
USGS,1589000,1/27/2020,489,A
USGS,1589000,1/28/2020,379,A
USGS,1589000,1/29/2020,314,A
USGS,1589000,1/30/2020,269,A
USGS,1589000,1/31/2020,251,A
USGS,1589000,2/1/2020,240,A
USGS,1589000,2/2/2020,255,A
USGS,1589000,2/3/2020,235,A
USGS,1589000,2/4/2020,221,A
USGS,1589000,2/5/2020,223,A
USGS,1589000,2/6/2020,398,A
USGS,1589000,2/7/2020,741,A
USGS,1589000,2/8/2020,557,A
USGS,1589000,2/9/2020,428,A
USGS,1589000,2/10/2020,372,A
USGS,1589000,2/11/2020,493,A
USGS,1589000,2/12/2020,454,A
USGS,1589000,2/13/2020,443,A
USGS,1589000,2/14/2020,406,A
USGS,1589000,2/15/2020,332,A
USGS,1589000,2/16/2020,308,A
USGS,1589000,2/17/2020,295,A
USGS,1589000,2/18/2020,278,A
USGS,1589000,2/19/2020,273,A
USGS,1589000,2/20/2020,254,A
USGS,1589000,2/21/2020,246,A
USGS,1589000,2/22/2020,226,A
USGS,1589000,2/23/2020,226,A
USGS,1589000,2/24/2020,224,A
USGS,1589000,2/25/2020,234,A
USGS,1589000,2/26/2020,249,A
USGS,1589000,2/27/2020,381,A
USGS,1589000,2/28/2020,307,A
USGS,1589000,2/29/2020,277,A
USGS,1589000,3/1/2020,242,A
USGS,1589000,3/2/2020,234,A
USGS,1589000,3/3/2020,250,A
USGS,1589000,3/4/2020,266,A
USGS,1589000,3/5/2020,251,A
USGS,1589000,3/6/2020,240,A
USGS,1589000,3/7/2020,259,A
USGS,1589000,3/8/2020,217,A
USGS,1589000,3/9/2020,210,A
USGS,1589000,3/10/2020,205,A
USGS,1589000,3/11/2020,218,A
USGS,1589000,3/12/2020,209,A
USGS,1589000,3/13/2020,250,A
USGS,1589000,3/14/2020,239,A
USGS,1589000,3/15/2020,264,A
USGS,1589000,3/16/2020,241,A
USGS,1589000,3/17/2020,220,A
USGS,1589000,3/18/2020,216,A
USGS,1589000,3/19/2020,357,A
USGS,1589000,3/20/2020,315,A
USGS,1589000,3/21/2020,290,A
USGS,1589000,3/22/2020,245,A
USGS,1589000,3/23/2020,245,A
USGS,1589000,3/24/2020,268,A
USGS,1589000,3/25/2020,276,A
USGS,1589000,3/26/2020,287,A
USGS,1589000,3/27/2020,263,A
USGS,1589000,3/28/2020,460,A
USGS,1589000,3/29/2020,467,A
USGS,1589000,3/30/2020,394,A
USGS,1589000,3/31/2020,335,A
USGS,1589000,4/1/2020,327,A
USGS,1589000,4/2/2020,302,A
USGS,1589000,4/3/2020,269,A
USGS,1589000,4/4/2020,239,A
USGS,1589000,4/5/2020,231,A
USGS,1589000,4/6/2020,228,A
USGS,1589000,4/7/2020,212,A
USGS,1589000,4/8/2020,240,A
USGS,1589000,4/9/2020,272,A
USGS,1589000,4/10/2020,262,A
USGS,1589000,4/11/2020,206,A
USGS,1589000,4/12/2020,188,A
USGS,1589000,4/13/2020,1740,A
USGS,1589000,4/14/2020,1030,A
USGS,1589000,4/15/2020,689,A
USGS,1589000,4/16/2020,504,A
USGS,1589000,4/17/2020,399,A
USGS,1589000,4/18/2020,373,A
USGS,1589000,4/19/2020,317,A
USGS,1589000,4/20/2020,301,A
USGS,1589000,4/21/2020,293,A
USGS,1589000,4/22/2020,272,A
USGS,1589000,4/23/2020,249,A
USGS,1589000,4/24/2020,472,A
USGS,1589000,4/25/2020,403,A
USGS,1589000,4/26/2020,465,A
USGS,1589000,4/27/2020,470,A
USGS,1589000,4/28/2020,369,A
USGS,1589000,4/29/2020,331,A
USGS,1589000,4/30/2020,735,A
USGS,1589000,5/1/2020,996,A
USGS,1589000,5/2/2020,652,A
USGS,1589000,5/3/2020,513,A
USGS,1589000,5/4/2020,525,A
USGS,1589000,5/5/2020,398,A
USGS,1589000,5/6/2020,442,A
USGS,1589000,5/7/2020,483,A
USGS,1589000,5/8/2020,415,A
USGS,1589000,5/9/2020,533,A
USGS,1589000,5/10/2020,413,A
USGS,1589000,5/11/2020,377,A
USGS,1589000,5/12/2020,335,A
USGS,1589000,5/13/2020,309,A
USGS,1589000,5/14/2020,291,A
USGS,1589000,5/15/2020,289,A
USGS,1589000,5/16/2020,273,A
USGS,1589000,5/17/2020,253,A
USGS,1589000,5/18/2020,251,A
USGS,1589000,5/19/2020,233,A
USGS,1589000,5/20/2020,211,A
USGS,1589000,5/21/2020,204,A
USGS,1589000,5/22/2020,252,A
USGS,1589000,5/23/2020,314,A
USGS,1589000,5/24/2020,268,A
USGS,1589000,5/25/2020,249,A
USGS,1589000,5/26/2020,227,A
USGS,1589000,5/27/2020,208,A
USGS,1589000,5/28/2020,220,A
USGS,1589000,5/29/2020,227,A
USGS,1589000,5/30/2020,214,A
USGS,1589000,5/31/2020,192,A
USGS,1589000,6/1/2020,162,A
USGS,1589000,6/2/2020,152,A
USGS,1589000,6/3/2020,153,A
USGS,1589000,6/4/2020,144,A
USGS,1589000,6/5/2020,317,A
USGS,1589000,6/6/2020,565,A
USGS,1589000,6/7/2020,332,A
USGS,1589000,6/8/2020,248,A
USGS,1589000,6/9/2020,204,A
USGS,1589000,6/10/2020,172,A
USGS,1589000,6/11/2020,428,A
USGS,1589000,6/12/2020,330,A
USGS,1589000,6/13/2020,246,A
USGS,1589000,6/14/2020,192,A
USGS,1589000,6/15/2020,163,A
USGS,1589000,6/16/2020,144,A
USGS,1589000,6/17/2020,131,A
USGS,1589000,6/18/2020,160,A
USGS,1589000,6/19/2020,148,A
USGS,1589000,6/20/2020,403,A
USGS,1589000,6/21/2020,306,A
USGS,1589000,6/22/2020,386,A
USGS,1589000,6/23/2020,367,A
USGS,1589000,6/24/2020,380,A
USGS,1589000,6/25/2020,274,A
USGS,1589000,6/26/2020,234,A
USGS,1589000,6/27/2020,191,A
USGS,1589000,6/28/2020,168,A
USGS,1589000,6/29/2020,155,A
USGS,1589000,6/30/2020,130,A
USGS,1589000,7/1/2020,140,A
USGS,1589000,7/2/2020,117,A
USGS,1589000,7/3/2020,100,A
USGS,1589000,7/4/2020,86.2,A
USGS,1589000,7/5/2020,77.7,A
USGS,1589000,7/6/2020,77.7,A
USGS,1589000,7/7/2020,84,A
USGS,1589000,7/8/2020,83.2,A
USGS,1589000,7/9/2020,76.3,A
USGS,1589000,7/10/2020,68.4,A
USGS,1589000,7/11/2020,68,A
USGS,1589000,7/12/2020,62.7,A
USGS,1589000,7/13/2020,66.8,A
USGS,1589000,7/14/2020,62.4,A
USGS,1589000,7/15/2020,57.8,A
USGS,1589000,7/16/2020,54.8,A
USGS,1589000,7/17/2020,53.4,A
USGS,1589000,7/18/2020,52.3,A
USGS,1589000,7/19/2020,50.3,A
USGS,1589000,7/20/2020,48.9,A
USGS,1589000,7/21/2020,47.6,A
USGS,1589000,7/22/2020,48.2,A
USGS,1589000,7/23/2020,57.7,A
USGS,1589000,7/24/2020,57.1,A
USGS,1589000,7/25/2020,66.6,A
USGS,1589000,7/26/2020,52.9,A
USGS,1589000,7/27/2020,48.8,A
USGS,1589000,7/28/2020,46.1,A
USGS,1589000,7/29/2020,43.9,A
USGS,1589000,7/30/2020,48.3,A
USGS,1589000,7/31/2020,55.7,A
USGS,1589000,8/1/2020,54,A
USGS,1589000,8/2/2020,47.9,A
USGS,1589000,8/3/2020,53.5,A
USGS,1589000,8/4/2020,376,A
USGS,1589000,8/5/2020,117,A
USGS,1589000,8/6/2020,73.4,A
USGS,1589000,8/7/2020,82,A
USGS,1589000,8/8/2020,65.4,A
USGS,1589000,8/9/2020,59,A
USGS,1589000,8/10/2020,61.3,A
USGS,1589000,8/11/2020,57.1,A
USGS,1589000,8/12/2020,191,A
USGS,1589000,8/13/2020,158,A
USGS,1589000,8/14/2020,84.5,A
USGS,1589000,8/15/2020,76.5,A
USGS,1589000,8/16/2020,152,A
USGS,1589000,8/17/2020,88,A
USGS,1589000,8/18/2020,86.1,A
USGS,1589000,8/19/2020,69.1,A
USGS,1589000,8/20/2020,62.1,A
USGS,1589000,8/21/2020,55.9,A
USGS,1589000,8/22/2020,55.1,A
USGS,1589000,8/23/2020,54.7,A
USGS,1589000,8/24/2020,56.7,A
USGS,1589000,8/25/2020,53.3,A
USGS,1589000,8/26/2020,50.1,A
USGS,1589000,8/27/2020,47.2,A
USGS,1589000,8/28/2020,47.8,A
USGS,1589000,8/29/2020,113,A
USGS,1589000,8/30/2020,110,A
USGS,1589000,8/31/2020,64.7,A
USGS,1589000,9/1/2020,67.1,A
USGS,1589000,9/2/2020,68.5,A
USGS,1589000,9/3/2020,133,A
USGS,1589000,9/4/2020,202,A
USGS,1589000,9/5/2020,85.8,A
USGS,1589000,9/6/2020,66.7,A
USGS,1589000,9/7/2020,60.6,A
USGS,1589000,9/8/2020,57.3,A
USGS,1589000,9/9/2020,55.1,A
USGS,1589000,9/10/2020,61.4,A
USGS,1589000,9/11/2020,82.2,A
USGS,1589000,9/12/2020,62.7,A
USGS,1589000,9/13/2020,57.6,A
USGS,1589000,9/14/2020,56.4,A
USGS,1589000,9/15/2020,53.1,A
USGS,1589000,9/16/2020,51.8,A
USGS,1589000,9/17/2020,52.7,A
USGS,1589000,9/18/2020,53.7,A
USGS,1589000,9/19/2020,50.2,A
USGS,1589000,9/20/2020,47.4,A
USGS,1589000,9/21/2020,46.8,A
USGS,1589000,9/22/2020,46,A
USGS,1589000,9/23/2020,45.8,A
USGS,1589000,9/24/2020,45.6,A
USGS,1589000,9/25/2020,47,A
USGS,1589000,9/26/2020,59,A
USGS,1589000,9/27/2020,58.8,A
USGS,1589000,9/28/2020,55.2,A
USGS,1589000,9/29/2020,59.1,A
USGS,1589000,9/30/2020,73.3,A
USGS,1589000,10/1/2020,56.4,A
USGS,1589000,10/2/2020,56.9,A
USGS,1589000,10/3/2020,53.4,A
USGS,1589000,10/4/2020,49.2,A
USGS,1589000,10/5/2020,49.3,A
USGS,1589000,10/6/2020,51.1,A
USGS,1589000,10/7/2020,48.2,A
USGS,1589000,10/8/2020,45.4,A
USGS,1589000,10/9/2020,43.2,A
USGS,1589000,10/10/2020,44.3,A
USGS,1589000,10/11/2020,47.8,A
USGS,1589000,10/12/2020,153,A
USGS,1589000,10/13/2020,99,A
USGS,1589000,10/14/2020,63.6,A
USGS,1589000,10/15/2020,56.1,A
USGS,1589000,10/16/2020,55,A
USGS,1589000,10/17/2020,54.9,A
USGS,1589000,10/18/2020,51.2,A
USGS,1589000,10/19/2020,51.8,A
USGS,1589000,10/20/2020,53.1,A
USGS,1589000,10/21/2020,52.9,A
USGS,1589000,10/22/2020,53.6,A
USGS,1589000,10/23/2020,53.7,A
USGS,1589000,10/24/2020,54.2,A
USGS,1589000,10/25/2020,56.5,A
USGS,1589000,10/26/2020,58.6,A
USGS,1589000,10/27/2020,56.6,A
USGS,1589000,10/28/2020,56.2,A
USGS,1589000,10/29/2020,283,A
USGS,1589000,10/30/2020,209,A
USGS,1589000,10/31/2020,97.5,A
USGS,1589000,11/1/2020,88.4,A
USGS,1589000,11/2/2020,86.5,A
USGS,1589000,11/3/2020,74.1,A
USGS,1589000,11/4/2020,70,A
USGS,1589000,11/5/2020,67.7,A
USGS,1589000,11/6/2020,71.8,A
USGS,1589000,11/7/2020,67.1,A
USGS,1589000,11/8/2020,65.6,A
USGS,1589000,11/9/2020,65.5,A
USGS,1589000,11/10/2020,65.5,A
USGS,1589000,11/11/2020,132,A
USGS,1589000,11/12/2020,501,A
USGS,1589000,11/13/2020,207,A
USGS,1589000,11/14/2020,136,A
USGS,1589000,11/15/2020,113,A
USGS,1589000,11/16/2020,117,A
USGS,1589000,11/17/2020,102,A
USGS,1589000,11/18/2020,91.2,A
USGS,1589000,11/19/2020,86.9,A
USGS,1589000,11/20/2020,85.2,A
USGS,1589000,11/21/2020,83.2,A
USGS,1589000,11/22/2020,82.6,A
USGS,1589000,11/23/2020,90,A
USGS,1589000,11/24/2020,83,A
USGS,1589000,11/25/2020,78.1,A
USGS,1589000,11/26/2020,89.7,A
USGS,1589000,11/27/2020,84.6,A
USGS,1589000,11/28/2020,79.5,A
USGS,1589000,11/29/2020,76,A
USGS,1589000,11/30/2020,414,A
USGS,1589000,12/1/2020,228,A
USGS,1589000,12/2/2020,129,A
USGS,1589000,12/3/2020,106,A
USGS,1589000,12/4/2020,109,A
USGS,1589000,12/5/2020,367,A
USGS,1589000,12/6/2020,188,A
USGS,1589000,12/7/2020,138,A
USGS,1589000,12/8/2020,120,A
USGS,1589000,12/9/2020,108,A
USGS,1589000,12/10/2020,101,A
USGS,1589000,12/11/2020,96.5,A
USGS,1589000,12/12/2020,94.1,A
USGS,1589000,12/13/2020,92.3,A
USGS,1589000,12/14/2020,285,A
USGS,1589000,12/15/2020,256,A
USGS,1589000,12/16/2020,218,A
USGS,1589000,12/17/2020,427,A
USGS,1589000,12/18/2020,214,A
USGS,1589000,12/19/2020,169,A
USGS,1589000,12/20/2020,153,A
USGS,1589000,12/21/2020,159,A
USGS,1589000,12/22/2020,188,A
USGS,1589000,12/23/2020,203,A
USGS,1589000,12/24/2020,324,A
USGS,1589000,12/25/2020,1340,A
USGS,1589000,12/26/2020,370,A
USGS,1589000,12/27/2020,329,A
USGS,1589000,12/28/2020,298,A
USGS,1589000,12/29/2020,282,A
USGS,1589000,12/30/2020,237,A
USGS,1589000,12/31/2020,224,A
USGS,1589000,1/1/2021,316,A
USGS,1589000,1/2/2021,1050,A
USGS,1589000,1/3/2021,612,A
USGS,1589000,1/4/2021,514,A
USGS,1589000,1/5/2021,397,A
USGS,1589000,1/6/2021,335,A
USGS,1589000,1/7/2021,289,A
USGS,1589000,1/8/2021,250,A
USGS,1589000,1/9/2021,241,A
USGS,1589000,1/10/2021,206,A
USGS,1589000,1/11/2021,185,A
USGS,1589000,1/12/2021,176,A
USGS,1589000,1/13/2021,166,A
USGS,1589000,1/14/2021,156,A
USGS,1589000,1/15/2021,146,A
USGS,1589000,1/16/2021,162,A
USGS,1589000,1/17/2021,141,A
USGS,1589000,1/18/2021,131,A
USGS,1589000,1/19/2021,126,A
USGS,1589000,1/20/2021,128,A
USGS,1589000,1/21/2021,123,A
USGS,1589000,1/22/2021,119,A
USGS,1589000,1/23/2021,125,A
USGS,1589000,1/24/2021,114,A
USGS,1589000,1/25/2021,112,A
USGS,1589000,1/26/2021,118,A
USGS,1589000,1/27/2021,120,A
USGS,1589000,1/28/2021,124,A
USGS,1589000,1/29/2021,119,A
USGS,1589000,1/30/2021,107,A:e
USGS,1589000,1/31/2021,109,A
USGS,1589000,2/1/2021,125,A
USGS,1589000,2/2/2021,131,A
USGS,1589000,2/3/2021,124,A
USGS,1589000,2/4/2021,114,A
USGS,1589000,2/5/2021,130,A
USGS,1589000,2/6/2021,148,A
USGS,1589000,2/7/2021,174,A
USGS,1589000,2/8/2021,166,A
USGS,1589000,2/9/2021,135,A
USGS,1589000,2/10/2021,135,A
USGS,1589000,2/11/2021,153,A
USGS,1589000,2/12/2021,138,A
USGS,1589000,2/13/2021,134,A
USGS,1589000,2/14/2021,132,A
USGS,1589000,2/15/2021,143,A
USGS,1589000,2/16/2021,490,A
USGS,1589000,2/17/2021,376,A
USGS,1589000,2/18/2021,328,A
USGS,1589000,2/19/2021,321,A
USGS,1589000,2/20/2021,277,A
USGS,1589000,2/21/2021,226,A
USGS,1589000,2/22/2021,237,A
USGS,1589000,2/23/2021,286,A
USGS,1589000,2/24/2021,338,A
USGS,1589000,2/25/2021,419,A
USGS,1589000,2/26/2021,383,A
USGS,1589000,2/27/2021,502,A
USGS,1589000,2/28/2021,836,A
USGS,1589000,3/1/2021,1130,A
USGS,1589000,3/2/2021,778,A
USGS,1589000,3/3/2021,575,A
USGS,1589000,3/4/2021,486,A
USGS,1589000,3/5/2021,407,A
USGS,1589000,3/6/2021,349,A
USGS,1589000,3/7/2021,309,A
USGS,1589000,3/8/2021,280,A
USGS,1589000,3/9/2021,263,A
USGS,1589000,3/10/2021,256,A
USGS,1589000,3/11/2021,246,A
USGS,1589000,3/12/2021,238,A
USGS,1589000,3/13/2021,228,A
USGS,1589000,3/14/2021,223,A
USGS,1589000,3/15/2021,206,A
USGS,1589000,3/16/2021,183,A
USGS,1589000,3/17/2021,190,A
USGS,1589000,3/18/2021,273,A
USGS,1589000,3/19/2021,346,A
USGS,1589000,3/20/2021,256,A
USGS,1589000,3/21/2021,230,A
USGS,1589000,3/22/2021,210,A
USGS,1589000,3/23/2021,197,A
USGS,1589000,3/24/2021,579,A
USGS,1589000,3/25/2021,523,A
USGS,1589000,3/26/2021,392,A
USGS,1589000,3/27/2021,316,A
USGS,1589000,3/28/2021,331,A
USGS,1589000,3/29/2021,355,A
USGS,1589000,3/30/2021,272,A
USGS,1589000,3/31/2021,319,A
USGS,1589000,4/1/2021,550,A
USGS,1589000,4/2/2021,444,A
USGS,1589000,4/3/2021,347,A
USGS,1589000,4/4/2021,312,A
USGS,1589000,4/5/2021,284,A
USGS,1589000,4/6/2021,265,A
USGS,1589000,4/7/2021,248,A
USGS,1589000,4/8/2021,232,A
USGS,1589000,4/9/2021,241,A
USGS,1589000,4/10/2021,247,A
USGS,1589000,4/11/2021,338,A
USGS,1589000,4/12/2021,397,A
USGS,1589000,4/13/2021,339,A
USGS,1589000,4/14/2021,296,A
USGS,1589000,4/15/2021,303,A
USGS,1589000,4/16/2021,262,A
USGS,1589000,4/17/2021,236,A
USGS,1589000,4/18/2021,219,A
USGS,1589000,4/19/2021,206,A
USGS,1589000,4/20/2021,194,A
USGS,1589000,4/21/2021,193,A
USGS,1589000,4/22/2021,181,A
USGS,1589000,4/23/2021,155,A
USGS,1589000,4/24/2021,150,A
USGS,1589000,4/25/2021,210,A
USGS,1589000,4/26/2021,187,A
USGS,1589000,4/27/2021,157,A
USGS,1589000,4/28/2021,149,A
USGS,1589000,4/29/2021,145,A
USGS,1589000,4/30/2021,215,A
USGS,1589000,5/1/2021,172,A
USGS,1589000,5/2/2021,133,A
USGS,1589000,5/3/2021,127,A
USGS,1589000,5/4/2021,471,A
USGS,1589000,5/5/2021,465,A
USGS,1589000,5/6/2021,352,A
USGS,1589000,5/7/2021,279,A
USGS,1589000,5/8/2021,352,A
USGS,1589000,5/9/2021,315,A
USGS,1589000,5/10/2021,269,A
USGS,1589000,5/11/2021,219,A
USGS,1589000,5/12/2021,190,A
USGS,1589000,5/13/2021,166,A
USGS,1589000,5/14/2021,143,A
USGS,1589000,5/15/2021,135,A
USGS,1589000,5/16/2021,129,A
USGS,1589000,5/17/2021,151,A
USGS,1589000,5/18/2021,129,A
USGS,1589000,5/19/2021,118,A
USGS,1589000,5/20/2021,108,A
USGS,1589000,5/21/2021,96.2,A
USGS,1589000,5/22/2021,91.5,A
USGS,1589000,5/23/2021,89.6,A
USGS,1589000,5/24/2021,94.4,A
USGS,1589000,5/25/2021,100,A
USGS,1589000,5/26/2021,101,A
USGS,1589000,5/27/2021,189,A
USGS,1589000,5/28/2021,152,A
USGS,1589000,5/29/2021,497,A
USGS,1589000,5/30/2021,347,A
USGS,1589000,5/31/2021,249,A
USGS,1589000,6/1/2021,190,A
USGS,1589000,6/2/2021,156,A
USGS,1589000,6/3/2021,229,A
USGS,1589000,6/4/2021,525,A
USGS,1589000,6/5/2021,283,A
USGS,1589000,6/6/2021,202,A
USGS,1589000,6/7/2021,150,A
USGS,1589000,6/8/2021,121,A
USGS,1589000,6/9/2021,118,A
USGS,1589000,6/10/2021,110,A
USGS,1589000,6/11/2021,555,A
USGS,1589000,6/12/2021,806,A
USGS,1589000,6/13/2021,463,A
USGS,1589000,6/14/2021,337,A
USGS,1589000,6/15/2021,316,A
USGS,1589000,6/16/2021,212,A
USGS,1589000,6/17/2021,158,A
USGS,1589000,6/18/2021,127,A
USGS,1589000,6/19/2021,110,A
USGS,1589000,6/20/2021,106,A
USGS,1589000,6/21/2021,105,P
USGS,1589000,6/22/2021,175,P
USGS,1589000,6/23/2021,170,P
USGS,1589000,6/24/2021,125,P
USGS,1589000,6/25/2021,102,P
USGS,1589000,6/26/2021,90.6,P
USGS,1589000,6/27/2021,84.8,P
USGS,1589000,6/28/2021,79.4,P
USGS,1589000,6/29/2021,73.9,P
USGS,1589000,6/30/2021,70.8,P
USGS,1589000,7/1/2021,122,P
USGS,1589000,7/2/2021,203,P
USGS,1589000,7/3/2021,134,P
USGS,1589000,7/4/2021,129,P
USGS,1589000,7/5/2021,101,P
USGS,1589000,7/6/2021,84.7,P
USGS,1589000,7/7/2021,74.6,P
USGS,1589000,7/8/2021,74.1,P
USGS,1589000,7/9/2021,75.8,P
USGS,1589000,7/10/2021,73.5,P
USGS,1589000,7/11/2021,68.3,P
USGS,1589000,7/12/2021,66.6,P
USGS,1589000,7/13/2021,67.9,P
USGS,1589000,7/14/2021,62.4,P
USGS,1589000,7/15/2021,60.5,P
USGS,1589000,7/16/2021,58.9,P
USGS,1589000,7/17/2021,125,P
USGS,1589000,7/18/2021,232,P
USGS,1589000,7/19/2021,99.9,P
USGS,1589000,7/20/2021,77.6,P
USGS,1589000,7/21/2021,72,P
USGS,1589000,7/22/2021,80.3,P
USGS,1589000,7/23/2021,64.6,P
USGS,1589000,7/24/2021,61.2,P
USGS,1589000,7/25/2021,59.6,P
USGS,1589000,7/26/2021,58.7,P
USGS,1589000,7/27/2021,59.4,P
USGS,1589000,7/28/2021,56,P
USGS,1589000,7/29/2021,83.9,P
USGS,1589000,7/30/2021,103,P
USGS,1589000,7/31/2021,61.8,P
USGS,1589000,8/1/2021,61.9,P
USGS,1589000,8/2/2021,85,P
USGS,1589000,8/3/2021,62.1,P
USGS,1589000,8/4/2021,57.8,P
USGS,1589000,8/5/2021,55.3,P
USGS,1589000,8/6/2021,53.1,P
USGS,1589000,8/7/2021,51.9,P
USGS,1589000,8/8/2021,51.8,P
USGS,1589000,8/9/2021,50.9,P
